Occupation Code,Occupation Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
29-2053,Psychiatric Technicians,3.12,4.0,3.0,3.88,3.62,1.12,1.12,1.0,3.25,3.0,3.0,1.38,1.5,2.75,2.0,4.0,3.0,1.62,1.88,2.0,3.12,1.5,2.0,3.75,1.0,2.0,3.62,4.12,3.88,2.75,2.62,1.88,3.0,2.0,3.25
29-2055,Surgical Technologists,3.0,3.38,3.0,3.12,3.12,3.0,2.38,1.0,3.0,3.0,3.0,2.0,3.0,2.88,2.62,3.75,2.62,3.0,2.0,3.25,2.62,1.12,2.88,3.0,2.5,2.25,3.0,3.0,3.12,2.5,2.88,1.88,3.12,2.75,2.88
29-2056,Veterinary Technologists and Technicians,3.12,3.75,3.25,3.12,3.75,2.25,2.12,1.0,2.88,3.12,3.0,1.88,2.38,2.75,2.75,3.25,2.62,2.62,2.0,2.88,2.88,1.75,2.38,3.62,2.12,2.88,3.12,3.12,3.62,2.75,2.62,1.88,3.0,2.5,3.25
29-2057,Ophthalmic Medical Technicians,3.0,3.62,2.62,3.0,3.0,2.12,2.12,1.0,2.62,2.88,2.62,1.12,1.38,2.0,2.5,3.0,1.88,2.0,1.38,2.12,2.25,1.5,2.25,3.12,1.88,2.0,3.12,3.12,3.25,2.12,2.12,1.0,2.62,2.12,3.12
29-2061,Licensed Practical and Licensed Vocational Nurses,3.38,3.88,3.25,4.0,3.75,1.0,1.12,1.0,3.12,3.62,3.12,1.62,1.88,2.88,2.88,3.88,2.88,2.62,1.75,2.62,2.88,1.25,2.0,3.75,1.0,2.62,4.12,4.0,3.88,3.0,2.88,1.75,3.62,1.75,3.25
29-2081,Opticians — Dispensing,3.0,3.88,3.0,3.25,3.5,1.5,2.12,1.0,2.88,3.0,2.62,1.88,2.0,2.75,2.88,3.0,2.75,2.38,2.12,2.5,3.25,1.5,2.62,3.75,1.88,1.75,3.5,3.25,4.0,2.12,2.5,1.88,3.0,2.0,3.25
29-2091,Orthotists and Prosthetists,3.75,4.0,3.75,3.25,4.0,1.88,2.25,1.0,3.12,3.25,3.12,1.75,2.0,2.5,3.0,3.38,2.75,2.25,3.12,3.0,3.0,1.38,3.0,4.0,2.0,2.88,3.75,3.75,4.0,2.88,2.88,2.88,3.12,2.12,4.0
29-2092,Hearing Aid Specialists,3.12,3.88,3.12,3.0,3.12,2.12,2.0,1.0,3.5,3.12,3.0,1.62,2.0,2.0,2.12,3.12,2.75,1.62,1.62,2.62,3.12,1.5,2.88,3.25,2.25,1.75,3.62,3.25,3.38,2.88,2.88,1.75,3.0,2.62,3.12
29-2099,Neurodiagnostic Technologists,3.1233333333333335,4.0,3.1233333333333335,3.3333333333333335,3.5400000000000005,1.5,1.5,1.0,3.0400000000000005,3.1233333333333335,2.956666666666667,1.79,1.7533333333333332,2.67,2.29,3.2466666666666666,2.5,1.96,1.1633333333333333,2.54,2.7900000000000005,1.6633333333333333,2.04,3.5833333333333335,1.6266666666666667,2.21,3.5,3.6233333333333335,3.8800000000000003,2.7533333333333334,2.6233333333333335,1.5433333333333332,3.1266666666666665,1.96,3.25
29-9091,Athletic Trainers,3.75,4.0,3.25,3.12,3.88,1.25,1.62,1.0,3.62,3.88,3.12,1.88,1.88,2.88,2.12,3.88,2.75,2.0,2.12,2.75,3.0,1.25,2.75,3.75,1.0,2.38,3.62,3.75,3.88,2.88,2.88,1.88,3.25,2.0,3.5
29-9092,Genetic Counselors,3.88,4.0,4.0,3.0,3.88,1.0,1.0,1.0,3.12,3.25,3.0,1.25,1.12,2.88,2.75,3.0,3.0,1.0,1.25,1.88,3.0,1.38,1.12,4.12,1.0,3.25,3.12,3.88,3.88,3.12,3.0,1.5,3.12,1.0,3.88
29-9093,Surgical Assistants,3.0,4.0,3.25,3.38,3.62,1.0,1.75,1.25,2.62,3.12,3.12,1.88,2.12,2.38,2.5,3.62,2.75,2.88,1.5,3.25,2.75,1.5,2.75,3.62,1.0,2.62,3.38,3.12,3.75,2.75,2.62,1.62,2.88,2.12,3.12
29-9099,Midwives,3.38,3.75,3.38,3.62,4.0,1.0,1.5,1.0,3.25,3.75,3.25,1.62,1.88,2.75,2.25,4.0,2.62,1.5,1.38,2.25,3.0,1.62,1.88,3.62,1.0,2.88,3.75,4.12,3.75,3.0,3.0,1.62,3.0,1.75,3.12
31-1121,Home Health Aides,3.0,3.75,3.0,3.0,3.38,1.0,1.0,1.0,3.12,3.0,3.0,2.0,2.0,2.25,2.25,3.25,2.88,1.38,1.12,2.12,3.12,1.0,2.0,3.25,1.0,1.62,3.62,3.5,3.12,2.0,2.0,1.25,3.12,1.75,3.12
31-1122,Personal Care Aides,2.88,3.38,2.88,3.12,3.25,1.0,1.0,1.0,3.0,2.88,2.75,1.38,1.75,2.25,2.0,3.25,2.38,2.0,1.12,2.38,2.38,1.12,2.0,2.88,1.0,1.75,4.0,3.88,3.0,2.12,2.25,1.25,3.0,1.88,2.88
31-1131,Nursing Assistants,2.88,3.62,2.62,3.12,3.12,1.0,1.25,1.0,2.5,2.88,2.38,1.38,1.62,2.0,2.12,3.25,1.88,1.62,1.12,2.25,2.0,1.0,2.25,3.12,1.0,1.75,4.0,3.62,3.12,2.0,2.12,1.5,2.88,1.88,2.75
31-1132,Orderlies,2.12,3.12,2.25,2.88,2.75,1.12,1.25,1.0,2.12,2.62,2.12,1.0,1.25,1.88,1.75,2.62,2.38,1.88,1.12,2.0,2.25,1.0,1.88,2.5,1.0,1.25,3.38,3.38,3.0,1.88,1.75,1.12,2.5,2.0,2.62
31-1133,Psychiatric Aides,3.25,3.75,3.12,3.25,3.38,1.0,1.0,1.0,3.12,3.12,2.88,1.88,1.88,2.25,2.12,3.75,3.0,2.0,1.25,2.0,3.0,1.12,2.0,3.12,1.0,1.75,3.88,3.88,3.88,2.0,2.38,1.62,2.88,2.0,3.12
31-2011,Occupational Therapy Assistants,3.25,3.88,3.0,3.12,3.38,1.62,1.38,1.12,3.25,3.12,3.25,1.75,2.0,2.62,2.12,3.38,2.88,1.88,1.62,2.38,2.88,1.38,1.88,3.62,1.25,1.88,3.88,3.88,3.88,3.0,2.88,1.75,3.5,2.0,3.25
31-2012,Occupational Therapy Aides,3.0,3.5,3.12,3.38,3.25,1.5,1.25,1.0,3.0,3.0,3.0,1.5,1.75,2.12,2.0,3.25,2.5,1.88,1.88,2.38,2.88,1.12,2.12,3.12,1.5,1.62,3.75,3.62,3.62,2.12,2.12,1.5,3.0,1.88,3.12
31-2021,Physical Therapist Assistants,3.25,4.0,3.12,3.12,3.25,1.75,2.12,1.0,3.12,3.12,2.88,1.88,1.88,2.62,2.25,3.75,2.25,2.12,1.88,2.75,3.0,1.75,2.62,3.25,1.62,2.38,3.25,3.75,3.75,2.75,2.75,1.88,3.0,2.12,3.25
31-2022,Physical Therapist Aides,3.0,3.62,2.88,3.12,3.0,1.5,1.25,1.0,3.0,2.75,2.62,1.38,1.5,2.12,2.0,3.25,2.25,1.62,1.62,2.12,2.88,1.25,2.0,3.12,1.0,1.88,3.25,3.12,3.0,2.25,2.0,1.88,3.0,2.0,3.0
31-9011,Massage Therapists,3.0,3.62,3.0,2.38,3.0,1.0,1.0,1.0,2.25,3.12,2.75,1.38,1.62,1.75,2.0,3.0,2.0,1.0,1.62,1.38,2.0,1.0,1.75,3.0,1.0,1.75,3.25,3.25,3.62,2.12,2.25,1.75,2.88,1.38,3.0
31-9091,Dental Assistants,3.12,3.88,3.0,2.88,3.0,1.88,2.0,1.0,3.12,2.88,2.5,1.75,2.12,2.25,2.12,3.12,2.5,2.12,1.75,2.62,2.5,1.38,2.5,3.25,1.88,2.0,3.12,3.12,3.38,2.38,2.12,1.75,2.75,2.0,3.0
31-9092,Medical Assistants,3.25,3.88,3.0,3.5,3.62,1.5,1.62,1.0,3.12,3.0,3.12,2.0,2.12,2.38,2.62,3.5,2.5,2.12,1.62,2.5,2.75,1.5,2.12,3.75,1.5,2.62,3.5,4.0,3.88,2.38,2.38,1.5,3.0,1.75,3.38
31-9093,Medical Equipment Preparers,3.0,3.25,2.75,3.0,3.5,2.75,2.0,2.12,2.12,3.0,2.75,1.75,2.62,2.0,2.25,3.38,1.75,2.88,1.38,3.25,2.0,1.62,3.38,3.12,2.38,1.88,2.75,2.75,3.12,2.5,2.12,1.5,3.0,3.12,2.88
31-9094,Medical Transcriptionists,2.88,4.12,2.62,2.5,3.0,1.0,1.0,1.0,2.12,3.0,2.12,1.0,1.12,1.75,1.75,3.12,1.88,1.12,1.62,1.5,1.88,1.38,1.62,4.0,1.0,1.5,2.12,2.75,3.0,1.88,1.88,1.12,3.0,1.0,3.88
31-9095,Pharmacy Aides,2.88,3.5,2.75,3.0,3.0,1.5,1.38,1.0,2.0,3.0,2.5,1.75,2.0,1.88,2.5,2.75,1.88,1.75,1.5,1.88,2.25,1.5,2.0,3.25,1.12,1.5,3.38,3.25,3.38,2.12,1.88,1.62,2.62,1.75,2.75
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,2.88,3.5,2.88,3.0,3.25,1.62,1.62,1.0,2.88,2.88,2.12,2.0,2.25,2.12,2.75,3.12,2.12,2.0,1.88,2.12,2.12,1.25,2.12,3.12,1.62,2.62,3.12,3.0,3.0,2.0,2.12,1.75,3.0,2.0,3.12
31-9097,Phlebotomists,3.0,3.38,2.62,3.12,3.25,1.62,1.75,1.0,3.0,2.88,2.88,1.75,1.88,2.5,2.12,3.12,2.0,2.0,1.25,2.38,2.5,1.62,2.88,3.12,1.5,2.38,3.62,3.5,3.38,2.25,2.25,1.62,3.0,2.0,3.12
31-9099,Speech-Language Pathology Assistants,3.12,3.81,3.125,2.94,3.25,2.13,1.815,1.0,3.0,3.06,2.875,1.5,1.815,2.185,2.0,3.25,2.31,2.19,1.375,2.62,2.5,1.315,2.125,3.685,2.0,1.875,3.19,3.375,3.435,2.56,2.5,1.685,2.94,2.065,3.12
33-1011,First-Line Supervisors of Correctional Officers,3.25,4.0,3.25,4.0,4.0,1.0,1.0,1.0,3.12,3.12,3.12,1.88,2.0,3.75,2.12,4.0,3.5,2.0,2.12,2.12,3.5,1.5,2.0,3.75,1.0,1.5,3.0,4.0,3.88,3.12,3.0,1.62,3.25,1.75,3.5
33-1012,First-Line Supervisors of Police and Detectives,3.88,4.0,3.75,3.88,4.0,1.5,1.5,1.0,3.88,3.75,3.75,2.5,2.5,4.0,2.38,4.0,3.25,2.5,2.12,2.5,3.88,1.5,2.12,4.0,1.5,1.5,3.5,4.0,4.0,3.12,3.12,1.5,3.5,2.0,3.75
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,3.25,4.0,3.5,3.62,3.88,2.25,2.25,1.25,3.5,3.62,3.12,2.0,2.5,3.62,2.5,3.62,3.12,2.62,1.75,3.0,3.12,1.75,2.5,3.62,2.0,1.62,3.62,3.75,3.62,2.75,3.0,1.75,3.5,2.25,3.25
33-1091,First-Line Supervisors of Security Workers,3.12,4.0,3.62,3.62,3.88,1.88,1.62,1.0,3.25,3.88,3.0,2.38,2.38,3.75,2.0,3.75,3.12,2.0,1.88,2.38,3.25,1.62,2.38,3.88,1.75,1.25,3.12,3.62,3.88,3.0,2.75,1.5,3.62,2.0,3.62
33-2011,Firefighters,3.5,3.5,3.25,3.62,3.88,2.88,2.88,1.38,3.0,3.62,2.88,1.75,2.12,2.38,2.62,3.5,2.62,3.25,1.38,3.25,2.88,1.5,2.88,3.12,2.25,2.0,3.62,3.38,3.5,2.88,2.88,1.75,3.12,2.62,2.88
33-2021,Fire Inspectors and Investigators,3.12,3.62,3.12,3.0,3.5,1.12,1.12,1.0,3.25,3.12,3.0,2.12,2.12,2.62,2.5,3.25,2.88,2.12,1.88,2.62,3.25,1.62,2.75,3.38,1.25,1.88,3.25,3.38,3.5,2.75,3.0,1.88,3.0,2.38,3.5
33-2022,Forest Fire Inspectors and Prevention Specialists,3.0,3.62,3.5,3.75,4.0,2.25,2.25,1.0,3.25,3.62,3.12,1.88,2.0,3.12,2.12,3.38,2.88,2.38,1.62,2.62,3.0,1.62,2.25,3.12,1.88,1.88,2.88,3.0,3.75,2.75,2.88,1.75,3.12,2.25,3.12
33-3011,Bailiffs,2.75,3.25,2.88,2.88,3.0,1.0,1.0,1.0,2.25,3.25,2.12,1.25,1.38,2.38,1.5,3.38,2.75,1.5,1.12,2.0,2.88,1.12,1.88,2.88,1.0,1.0,2.88,4.0,3.38,1.88,1.5,1.25,3.0,1.25,2.25
33-3012,Correctional Officers and Jailers,3.25,4.0,3.25,3.5,3.75,1.62,1.5,1.0,3.0,3.25,3.0,1.5,1.62,2.5,2.0,4.0,3.25,2.12,1.38,2.75,3.38,1.5,2.25,3.62,1.62,1.38,3.0,4.0,3.88,2.75,2.62,1.62,3.0,2.12,3.0
33-3021,Detectives and Criminal Investigators,3.3733333333333335,4.126666666666666,3.5,3.206666666666667,3.956666666666667,1.0,1.1666666666666667,1.0,2.92,3.2900000000000005,2.8333333333333335,1.6233333333333333,1.6666666666666667,2.2066666666666666,2.3333333333333335,3.2099999999999995,2.8333333333333335,1.8766666666666667,1.7066666666666668,2.25,2.956666666666667,1.5833333333333333,1.79,3.9599999999999995,1.0,1.8366666666666667,3.043333333333333,3.293333333333333,4.043333333333333,2.706666666666667,2.6266666666666665,1.62,3.0,1.54,3.543333333333333
33-3031,Fish and Game Wardens,3.0,3.88,3.38,3.25,3.88,2.0,1.88,1.0,3.0,3.5,2.88,1.62,1.62,2.5,2.62,3.38,2.88,2.88,2.38,3.0,3.38,1.5,2.5,3.62,2.0,2.75,3.12,3.38,3.75,3.12,3.0,1.75,3.0,2.25,3.12
33-3041,Parking Enforcement Workers,2.88,3.12,2.75,3.0,3.12,2.25,1.75,1.0,2.88,2.88,2.25,1.38,1.38,2.38,2.12,3.25,2.75,2.62,1.25,2.38,2.75,1.5,2.12,3.0,1.75,1.0,3.0,3.12,3.25,2.12,2.12,1.38,3.0,2.25,2.88
33-3051,Police and Sheriff's Patrol Officers,3.565,3.94,3.185,3.5,3.875,1.06,1.125,1.0,2.935,3.62,2.62,1.75,1.815,2.75,2.25,3.56,3.19,2.315,1.31,2.5,3.37,1.5,1.935,3.75,1.0,1.63,3.25,3.88,3.94,2.56,2.38,1.56,3.125,1.75,3.435
33-3052,Transit and Railroad Police,3.25,4.0,3.75,3.25,3.88,1.0,1.0,1.0,3.0,3.25,2.88,2.0,2.0,2.88,2.0,3.38,3.12,2.5,1.88,2.75,3.0,1.62,2.0,3.12,1.0,1.12,3.12,3.38,4.0,3.0,2.38,1.5,3.0,1.88,3.25
33-9011,Animal Control Workers,2.88,3.75,2.88,3.0,3.5,1.0,1.0,1.0,2.62,3.0,2.75,1.62,1.75,2.0,2.0,3.0,2.75,2.0,1.5,2.0,2.88,1.12,1.75,3.0,1.0,1.12,3.0,3.0,3.62,2.0,2.0,1.12,3.0,1.25,3.0
33-9021,Private Detectives and Investigators,3.38,4.12,3.75,3.0,3.88,1.0,1.25,1.0,2.25,3.38,2.5,1.75,1.88,2.25,2.25,3.38,2.88,2.12,1.88,1.88,2.88,1.75,1.75,3.88,1.0,1.5,3.0,3.5,4.0,2.88,2.75,1.62,3.0,1.38,3.62
33-9031,Gambling Surveillance Officers and Gambling Investigators,3.12,3.25,3.0,2.88,3.75,1.0,1.0,1.0,3.0,3.38,2.5,1.62,1.62,2.62,2.12,4.12,2.38,2.0,1.5,2.38,2.5,1.38,2.25,3.25,1.25,1.25,2.62,3.12,3.62,2.5,2.38,1.62,2.88,1.75,3.12
33-9032,Security Guards,2.88,3.75,2.62,3.12,3.12,1.12,1.0,1.0,2.25,3.0,2.62,1.38,1.38,2.12,2.0,3.38,2.62,2.12,1.5,2.25,2.88,1.12,2.0,3.0,1.0,1.5,2.88,3.0,3.25,2.0,2.0,1.12,2.5,2.0,2.75
33-9091,Crossing Guards and Flaggers,2.25,2.88,2.38,2.75,2.75,1.0,1.0,1.0,1.88,2.75,1.88,1.38,1.5,1.62,1.62,2.88,2.12,1.0,1.25,1.62,2.12,1.0,1.25,2.25,1.0,1.0,2.75,3.0,3.12,1.88,1.75,1.0,2.0,1.38,2.0
33-9092,Lifeguards — Ski Patrol — and Other Recreational Protective Service Workers,2.75,3.12,3.0,3.0,3.0,1.25,1.38,1.0,2.75,3.0,3.12,1.12,1.25,2.0,1.38,3.75,2.0,1.38,1.25,2.12,2.5,1.0,1.88,2.88,1.25,1.5,3.25,3.38,3.5,1.88,2.0,1.0,2.38,1.62,2.5
33-9093,Transportation Security Screeners,2.88,3.25,2.75,3.25,3.25,2.0,1.88,1.0,2.88,3.12,2.5,1.62,1.88,2.5,1.88,3.38,2.62,2.62,1.88,2.75,3.0,1.5,2.5,3.0,1.62,1.75,3.0,3.25,3.38,2.12,2.38,1.0,2.62,2.25,2.88
33-9099,Retail Loss Prevention Specialists,3.25,3.5,3.0,3.12,3.75,1.0,1.12,1.0,2.88,3.38,2.88,2.0,1.88,2.88,2.62,3.5,2.75,1.88,1.38,2.62,2.75,1.62,2.38,3.25,1.0,1.25,2.88,3.38,3.5,3.0,2.88,1.62,3.0,2.25,3.12
35-1011,Chefs and Head Cooks,3.38,3.62,3.25,4.12,3.75,2.0,2.12,1.0,3.62,3.62,3.25,3.12,3.25,3.88,3.0,4.0,3.12,2.5,2.62,2.88,3.0,1.5,3.25,3.5,2.0,1.75,3.75,3.88,3.88,3.0,3.0,1.62,3.88,2.12,3.12
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,3.0,3.75,3.0,3.88,3.12,1.38,1.25,1.0,3.75,3.0,3.12,2.88,3.0,4.0,3.0,3.88,3.12,2.0,1.75,2.38,3.0,1.25,2.88,3.25,1.38,1.0,3.62,3.12,3.88,3.0,3.0,1.5,3.12,2.0,3.0
35-2011,Cooks — Fast Food,2.38,3.0,2.0,2.75,2.62,1.0,1.0,1.0,2.12,2.38,2.0,1.62,1.5,2.0,2.0,2.62,2.12,1.75,1.25,2.12,2.25,1.0,1.75,2.62,1.0,1.0,3.0,2.75,2.75,2.0,2.0,1.25,2.5,1.0,2.0
35-2012,Cooks — Institution and Cafeteria,2.88,3.0,3.0,3.0,3.0,1.25,1.5,1.0,2.75,3.12,2.75,2.25,2.62,3.0,2.88,3.12,2.5,2.88,1.88,3.12,2.62,1.0,3.12,2.88,1.0,1.0,3.12,2.88,3.12,2.5,2.38,1.62,3.0,2.0,2.75
35-2013,Cooks — Private Household,2.88,3.0,3.0,2.88,3.25,1.0,1.75,1.0,2.12,3.0,2.75,2.5,2.88,2.62,2.25,3.0,2.12,2.38,2.12,2.38,2.75,1.25,2.25,3.0,1.12,1.38,3.12,3.0,3.0,2.25,2.25,1.62,3.0,2.0,2.88
35-2014,Cooks — Restaurant,2.75,2.88,2.38,2.62,3.0,1.0,1.75,1.0,2.0,2.62,2.0,2.0,2.0,2.25,2.25,3.0,2.12,2.25,1.5,2.5,2.12,1.0,2.38,2.75,1.0,1.38,2.38,2.5,3.0,2.38,2.0,1.0,3.0,1.5,2.25
35-2015,Cooks — Short Order,2.38,3.12,2.62,3.0,2.88,1.0,1.25,1.0,2.38,2.62,2.0,1.75,2.0,2.25,2.12,2.88,2.25,2.0,1.0,2.25,2.25,1.0,2.25,3.12,1.0,1.0,3.0,2.62,3.0,1.75,1.88,1.12,3.12,1.88,2.25
35-2021,Food Preparation Workers,2.0,3.0,2.0,2.88,2.75,1.0,1.12,1.0,2.0,2.38,2.0,1.5,1.5,2.0,2.0,2.5,1.88,1.75,1.0,2.0,2.0,1.0,2.12,2.62,1.0,1.0,3.0,2.62,2.88,2.0,1.88,1.0,3.0,1.88,1.88
35-3011,Bartenders,3.0,3.75,3.0,3.12,3.12,1.12,1.25,1.0,3.0,2.88,2.88,2.25,2.38,2.5,2.25,3.0,2.88,1.62,1.0,2.0,3.12,1.25,2.25,3.0,1.0,1.0,3.62,3.25,3.12,2.25,2.25,1.5,3.0,1.88,2.75
35-3023,Fast Food and Counter Workers,2.25,3.25,2.13,3.0,2.69,1.56,1.31,1.0,2.125,2.38,2.19,1.625,1.815,2.06,2.06,2.94,2.19,2.185,1.06,2.25,2.375,1.06,1.935,2.69,1.5,1.0,3.19,3.06,3.0,1.875,1.815,1.315,2.5,1.81,2.31
35-3031,Waiters and Waitresses,2.5,3.5,2.62,3.12,2.88,1.0,1.0,1.0,2.12,2.75,2.0,1.62,1.75,1.88,2.12,3.0,2.12,1.38,1.0,2.0,2.75,1.12,2.25,2.75,1.0,1.0,3.88,3.38,3.5,2.0,2.0,1.0,2.75,1.75,2.12
35-3041,Food Servers — Nonrestaurant,2.0,3.0,2.12,2.88,2.88,1.12,1.12,1.0,2.12,2.75,2.0,1.88,1.88,2.25,2.0,2.75,2.12,2.0,1.5,2.12,2.12,1.12,2.12,2.88,1.0,1.0,3.0,2.88,3.0,2.0,2.0,1.75,2.88,2.0,2.0
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,2.12,3.0,2.0,3.0,2.75,1.0,1.0,1.0,2.0,2.88,2.0,2.0,2.0,2.25,1.88,2.88,2.0,1.75,1.12,2.12,2.0,1.12,2.0,2.38,1.0,1.0,3.0,2.88,2.88,2.0,2.0,1.12,2.25,2.0,2.0
35-9021,Dishwashers,1.88,2.62,1.88,2.75,2.5,2.0,1.5,1.0,2.0,2.25,2.0,1.5,1.5,1.88,1.5,2.5,1.88,2.88,1.0,2.5,1.88,1.0,2.38,2.0,1.88,1.0,2.12,2.5,2.5,1.88,1.88,1.0,2.62,2.0,1.75
35-9031,Hosts and Hostesses — Restaurant — Lounge — and Coffee Shop,2.62,3.5,1.88,2.88,2.75,1.0,1.0,1.0,2.38,2.12,2.0,1.12,1.12,2.0,1.88,2.88,2.62,1.25,1.0,1.75,2.62,1.0,2.0,2.88,1.0,1.0,3.12,3.0,3.12,2.0,1.88,1.0,2.62,1.25,2.12
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2.88,3.12,3.12,3.25,3.12,2.12,2.0,1.0,3.12,3.0,3.12,2.38,2.75,3.38,2.12,3.25,3.0,2.0,1.88,2.25,2.88,1.0,3.0,3.0,1.88,1.0,3.12,3.12,3.25,2.38,2.62,1.38,3.25,2.12,2.88
37-1012,First-Line Supervisors of Landscaping — Lawn Service — and Groundskeeping Workers,3.12,3.88,3.12,3.75,3.75,2.25,2.25,1.38,3.25,3.25,3.12,2.25,2.88,3.88,2.88,4.0,2.88,3.0,2.12,3.0,3.12,1.62,3.12,3.12,2.12,1.62,3.12,3.25,3.75,2.88,2.88,1.88,4.0,2.25,3.0
37-2011,Janitors and Cleaners — Except Maids and Housekeeping Cleaners,2.62,3.0,2.25,2.75,2.75,2.0,2.0,1.0,2.12,2.38,2.12,1.38,1.5,2.12,1.38,2.75,2.0,2.0,1.12,2.25,2.12,1.25,2.0,2.5,2.0,1.0,2.5,2.62,3.0,2.0,1.88,1.25,2.75,2.12,2.38
37-2012,Maids and Housekeeping Cleaners,2.12,2.75,2.12,3.0,2.75,1.0,1.25,1.0,2.12,2.12,2.12,1.62,1.88,2.12,1.88,2.75,2.12,1.62,1.12,2.0,2.12,1.0,2.0,2.62,1.0,1.0,3.12,2.88,2.75,2.0,2.0,1.0,3.0,1.88,2.12
37-2021,Pest Control Workers,3.12,3.75,3.25,3.12,3.75,2.25,2.12,1.0,2.88,3.12,2.75,2.12,2.12,3.0,2.62,3.62,3.12,3.0,1.88,3.0,3.12,1.0,2.62,3.0,2.25,2.0,3.25,3.38,3.62,2.88,2.62,1.62,3.5,2.5,3.62
37-3011,Landscaping and Groundskeeping Workers,2.25,2.75,2.25,2.75,2.88,2.12,2.12,1.12,2.0,2.5,2.12,1.12,1.5,2.12,1.75,2.5,1.88,3.12,1.25,2.75,2.0,1.0,2.0,2.25,2.25,1.62,2.5,2.5,2.88,1.88,1.88,1.62,2.62,2.12,1.75
37-3012,Pesticide Handlers — Sprayers — and Applicators — Vegetation,2.88,3.25,3.0,3.0,3.12,2.88,2.25,1.0,2.38,3.0,2.25,1.75,1.88,2.5,2.25,2.88,2.38,3.0,1.25,3.0,2.38,1.0,2.38,3.0,2.25,2.0,2.5,3.0,3.12,2.12,2.12,1.38,3.12,2.25,2.5
37-3013,Tree Trimmers and Pruners,2.62,2.88,3.12,3.0,3.25,2.75,2.88,1.25,3.0,2.75,2.25,1.88,1.88,2.75,1.88,3.12,2.25,3.75,1.38,3.62,2.38,1.0,2.75,2.62,2.25,1.75,2.88,2.62,3.0,2.25,2.0,1.62,2.75,2.75,2.5
39-1013,First-Line Supervisors of Gambling Services Workers,3.0,3.75,3.25,3.38,3.62,1.75,1.75,1.25,3.25,3.12,2.75,1.88,1.88,3.38,2.62,3.88,3.12,2.12,1.5,2.38,3.0,1.88,2.12,3.62,1.75,1.25,3.88,3.5,3.75,3.0,2.75,1.5,3.5,1.88,3.38
39-1022,First-Line Supervisors of Personal Service Workers,3.12,3.88,3.12,3.75,3.88,1.0,1.0,1.0,3.25,3.25,3.12,2.12,2.12,3.75,2.12,3.25,3.0,1.88,1.88,2.25,3.5,1.25,2.62,3.62,1.0,1.38,3.62,3.75,3.75,3.0,3.0,1.62,3.75,1.88,3.25
39-2011,Animal Trainers,3.25,3.12,3.0,3.0,3.38,1.0,1.12,1.0,3.75,3.12,3.5,1.75,2.0,2.62,1.88,3.12,2.5,1.75,1.75,2.0,2.88,1.12,2.12,2.88,1.0,1.75,3.0,3.0,3.5,2.88,2.88,1.75,3.0,1.75,2.88
39-2021,Animal Caretakers,2.38,3.0,2.62,3.0,2.75,1.5,1.62,1.12,2.12,3.0,2.0,1.75,1.75,2.0,2.0,3.12,2.0,1.62,1.0,1.88,1.88,1.25,2.0,3.0,1.25,1.5,3.0,2.75,2.88,2.12,2.12,1.62,2.5,1.88,2.75
39-3011,Gambling Dealers,2.25,3.38,2.25,2.88,2.75,1.12,1.0,1.0,2.62,2.5,2.0,1.5,1.25,2.12,2.75,3.0,2.38,1.25,1.0,1.62,2.62,1.0,1.62,3.0,1.0,1.0,3.12,3.12,3.38,1.5,1.62,1.12,2.5,1.38,2.25
39-3012,Gambling and Sports Book Writers and Runners,2.62,3.5,2.5,3.0,2.88,1.0,1.0,1.0,2.25,2.62,2.25,1.75,1.75,2.38,3.0,3.12,2.25,1.62,1.12,2.0,2.5,1.38,1.88,2.75,1.0,1.25,2.88,3.0,3.12,1.88,1.88,1.0,2.38,1.75,2.88
39-3021,Motion Picture Projectionists,2.12,3.0,2.88,2.88,2.88,2.75,2.12,1.25,2.0,2.88,2.0,1.0,1.5,1.88,1.5,2.88,2.0,3.0,1.88,3.12,2.12,1.38,2.75,3.0,2.88,1.0,2.5,2.88,3.0,2.12,2.12,1.12,2.88,2.88,2.12
39-3031,Ushers — Lobby Attendants — and Ticket Takers,2.62,3.12,2.5,3.0,2.75,1.0,1.0,1.0,1.62,2.38,1.62,1.0,1.0,2.38,1.88,2.75,2.88,1.62,1.25,2.0,2.88,1.38,2.0,2.75,1.0,1.0,3.25,3.38,3.25,2.0,2.0,1.0,2.5,1.88,2.25
39-3091,Amusement and Recreation Attendants,2.38,3.0,2.12,2.88,2.75,1.75,1.12,1.0,2.12,2.62,2.12,1.0,1.38,2.0,2.0,2.88,2.0,2.25,1.12,2.38,2.38,1.25,1.88,2.38,1.75,1.0,3.12,3.0,3.25,2.0,2.0,1.38,2.62,2.0,2.5
